Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
1,1,1,57,0.0015995999999999999,0.015,0.00011389523160787451,0.09,0,0,0,0.08333333333333333,58.66868425,58.66868425,76.26928952,-5.012775510722907,-0.3471516290157629,0,0,0,0,0,0.9998861047683921,0.9998861047683921,0.9998861047683921,0.002731908813170296,58.66868425,0.006682083380783009,0,0,0,0,0,58.66200216661922,0.00227685,2.9334342125,0,0,55.732954930578146,0,0
2,1,2,57,0.0015995999999999999,0.015,0.00011378063340217182,0.09,0,0,0,0.08333333333333333,0,58.66200216661922,76.26060281160555,-5.012775510722907,-0.3471516290157629,0.0003926174269720528,0,0,0,0,0.9993798090515139,0.9993798090515139,0.9993798090515139,0.002730525501886727,58.66200216661922,0.006674010958664763,0.020957020258713432,0,0,0.0020726723332793505,0,58.63229846306856,0.0022765906776419137,0,0,0,-0.0023464137835275526,0,0
3,1,3,57,0.0015995999999999999,0.015,0.00011366615057406548,0.09,0,0,0,0.08333333333333333,0,58.63229846306856,76.22198799699223,-5.012775510722907,-0.34715162901576263,0.0003926174269720528,0,0,0,0,0.9988738840660941,0.9988738840660941,0.9988738840660941,0.0027291432035230633,58.63229846306856,0.006663920210129959,0.02094641004242098,0,0,0.0020716229712284483,0,58.60261650984478,0.0022754379182389393,0,0,0,-0.0023451720097558107,0,0
4,1,4,57,0.0015995999999999999,0.015,0.00011355178300731517,0.09,0,0,0,0.08333333333333333,0,58.60261650984478,76.18340145780384,-5.012775510722907,-0.34715162901576263,0.0003926174269720528,0,0,0,0,0.9983683293935313,0.9983683293935313,0.9983683293935313,0.0027277619169355934,58.60261650984478,0.006653845484071856,0.020935807594183044,0,0,0.0020705743774466745,0,58.57295628238908,0.002274286002935886,0,0,0,-0.002343931223132367,0,0
5,1,5,57,0.0015995999999999999,0.015,0.00011343753058568051,0.09,0,0,0,0.08333333333333333,0,58.57295628238908,76.14484316211396,-5.012775510722907,-0.34715162901576263,0.0003926174269720528,0,0,0,0,0.9978631446158538,0.9978631446158538,0.9978631446158538,0.0027263816409823275,58.57295628238908,0.006643786753174665,0.020925212905222253,0,0,0.0020695265510659367,0,58.54331775617962,0.0022731349307796613,0,0,0,-0.002342691422423762,0,0
6,1,6,57,0.0015995999999999999,0.015,0.00011332339319314322,0.09,0,0,0,0.08333333333333333,0,58.54331775617962,76.10631307804418,-5.012775510722907,-0.34715162901576263,0.0003926174269720528,0,0,0,0,0.9973583293157188,0.9973583293157188,0.9973583293157188,0.0027250023745229927,58.54331775617962,0.00663374399018419,0.020914625966788235,0,0,0.0020684794912208143,0,58.51370090673142,0.002271984700818606,0,0,0,-0.002341452606398672,0,0
7,1,7,57,0.0015995999999999999,0.015,0.00011320937071368498,0.09,0,0,0,0.08333333333333333,0,58.51370090673142,76.06781117376406,-5.012775510722907,-0.34715162901576263,0.0003926174269720528,0,0,0,0,0.9968538830764108,0.9968538830764108,0.9968538830764108,0.0027236241164190307,58.51370090673142,0.006623717167885949,0.02090404677012999,0,0,0.002067433197045823,0,58.48410570959636,0.002270835312102494,0,0,0,-0.0023402147738277785,0,0
8,1,8,57,0.0015995999999999999,0.015,0.00011309546303150952,0.09,0,0,0,0.08333333333333333,0,58.48410570959636,76.02933741749099,-5.012775510722907,-0.34715162901576263,0.0003926174269720528,0,0,0,0,0.9963498054818408,0.9963498054818408,0.9963498054818408,0.0027222468655335947,58.48410570959636,0.006613706259125392,0.020893475306518874,0,0,0.0020663876676776907,0,58.45453214036304,0.0022696867636825256,0,0,0,-0.0023389779234838735,0,0
9,1,9,57,0.0015995999999999999,0.015,0.00011298167003093162,0.09,0,0,0,0.08333333333333333,0,58.45453214036304,75.99089177749019,-5.012775510722907,-0.34715162901576263,0.0003926174269720528,0,0,0,0,0.9958460961165453,0.9958460961165453,0.9958460961165453,0.0027208706207315467,58.45453214036304,0.00660371123679835,0.02088291156723936,0,0,0.002065342902254442,0,58.42498017465675,0.002268539054611329,0,0,0,-0.0023377420541418107,0,0
10,1,10,57,0.0015995999999999999,0.015,0.00011286799159626604,0.09,0,0,0,0.08333333333333333,0,58.42498017465675,75.95247422207453,-5.012775510722907,-0.3471516290157624,0.0003926174269720528,0,0,0,0,0.9953427545656848,0.9953427545656848,0.9953427545656848,0.002719495380879455,58.42498017465675,0.006593732073843027,0.020872355543584444,0,0,0.0020642988999149446,0,58.39544978813941,0.0022673921839429555,0,0,0,-0.0023365071645784653,0,0
