Projection month,Policy year,Month in policy year,Attained age,Baseline mortality,Mortality improvement,Final mortality,Surrender charge,FPW %,GLWB activated,Non-systematic PWD rate,Lapse skew,Premium,BOP AV,BOP Benefit base,Base component,Dynamic component,Final lapse rate,Rider charge,Credited rate,Systematic withdrawal,Rollup rate,AV persistency,BB persistency,Lives persistency,Lives,Pre-decrement AV,Mortality,Lapse,PWD,Rider charges,Surrender charges,Interest credits,EOP AV,Expenses,Commission,Chargebacks,Bonus comp,Total net cashflow,Net index credit reimbursement,Hedge gains
1,1,1,57,0.0015996,0.012,0.000113895,0.09,0,0,0,0.083333333,136.7864846,136.7864846,177.82243,-5.012775511,-0.347151629,0,0,0,0,0.076923077,0.999886105,0.999886105,0.999886105,0.005773246,136.7864846,0.015579328,0,0,0,0,0,136.7709053,0.028493939,13.76072035,0.00156728,0,122.9832582,0,0.000496498
2,1,2,57,0.0015996,0.012,0.000113781,0.09,0,0,0,0.083333333,,136.7709053,177.8021768,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999493647,0.999493647,0.999493647,0.005772588,136.7709053,0.015560507,0.048861452,0,0,0.004832451,0,136.7016508,0.028479511,0,0.006966994,0,-0.085934477,0,0.00220707
3,1,3,57,0.0015996,0.012,0.000113666,0.09,0,0,0,0.083333333,,136.7016508,177.7121461,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999493761,0.999493761,0.999493761,0.005769665,136.7016508,0.015536981,0.048836715,0,0,0.004830005,0,136.6324471,0.028465093,0,0.006961892,0,-0.085876896,0,0.002231291
4,1,4,57,0.0015996,0.012,0.000113552,0.09,0,0,0,0.083333333,,136.6324471,177.6221813,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999493875,0.999493875,0.999493875,0.005766745,136.6324471,0.015513491,0.048811995,0,0,0.00482756,0,136.5632941,0.028450686,0,0.006956796,0,-0.085819376,0,0.002255778
5,1,5,57,0.0015996,0.012,0.000113438,0.09,0,0,0,0.083333333,,136.5632941,177.5322823,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.99949399,0.99949399,0.99949399,0.005763826,136.5632941,0.015490039,0.048787293,0,0,0.004825117,0,136.4941916,0.02843629,0,0.006951706,0,-0.085761916,0,0.002280534
6,1,6,57,0.0015996,0.012,0.000113323,0.09,0,0,0,0.083333333,,136.4941916,177.4424491,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999494104,0.999494104,0.999494104,0.005760909,136.4941916,0.015466625,0.04876261,0,0,0.004822676,0,136.4251397,0.028421904,0,0.006946622,0,-0.085704516,0,0.002305563
7,1,7,57,0.0015996,0.012,0.000113209,0.09,0,0,0,0.083333333,,136.4251397,177.3526817,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999494218,0.999494218,0.999494218,0.005757995,136.4251397,0.015443247,0.048737944,0,0,0.004820236,0,136.3561383,0.028407529,0,0.003470772,0,-0.089117948,0,0.002330867
8,1,8,57,0.0015996,0.012,0.000113095,0.09,0,0,0,0.083333333,,136.3561383,177.2629798,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999494332,0.999494332,0.999494332,0.005755083,136.3561383,0.015419907,0.048713297,0,0,0.004817799,0,136.2871873,0.028393164,0,0.003468235,0,-0.089058132,0,0.00235645
9,1,9,57,0.0015996,0.012,0.000112982,0.09,0,0,0,0.083333333,,136.2871873,177.1733435,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999494445,0.999494445,0.999494445,0.005752173,136.2871873,0.015396603,0.048688668,0,0,0.004815363,0,136.2182867,0.02837881,0,0.003465702,0,-0.088998378,0,0.002382314
10,1,10,57,0.0015996,0.012,0.000112868,0.09,0,0,0,0.083333333,,136.2182867,177.0837727,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999494559,0.999494559,0.999494559,0.005749264,136.2182867,0.015373337,0.048664056,0,0,0.004812929,0,136.1494364,0.028364466,0,0.003463171,0,-0.088938687,0,0.002408463
11,1,11,57,0.0015996,0.012,0.000112754,0.09,0,0,0,0.083333333,,136.1494364,176.9942673,-5.012775511,-0.347151629,0.000392617,0,0,0,0.076923077,0.999494672,0.999494672,0.999494672,0.005746359,136.1494364,0.015350107,0.048639463,0,0,0.004810496,0,136.0806363,0.028350133,0,0.003460643,0,-0.088879059,0,0.002434899
12,1,12,57,0.0015996,0.012,0.000112641,0.09,0,0,0,0.083333333,,136.0806363,176.9048272,-5.012775511,-0.347151629,0.000392617,0.005,0,0,0.076923077,0.99299807,0.999494786,0.999494786,0.005743455,136.0806363,0.015320974,0.048596044,0,0.884103909,0.004806202,0,135.1278092,0.028151627,0,0.003458118,0,-0.088610527,0,0.034116491
13,2,1,58,0.0018,0.012,0.000126635,0.09,0.05,1,0,0.083333333,,135.1278092,190.416641,-4.983738106,-0.347151629,0.000404211,0,0.0378,0.801336697,0.071428571,0.999469205,0.999469205,0.999469205,0.005740553,139.4040131,0.017651736,0.051525847,0.801336697,0,0.004817343,5.077540659,139.3300182,0.029027087,0,0,0.675639046,-1.575180414,0.638478898,0.641077141
14,2,2,58,0.0018,0.012,0.000126508,0.09,0.05,1,0,0.083333333,,139.3300182,190.3155688,-4.983738106,-0.473467999,0.000356152,0,0,0.800911352,0.071428571,0.999517386,0.999517386,0.999517386,0.005737506,138.5291068,0.017523356,0.045114795,0.800911352,0,0.00421795,0,138.4622507,0.028846302,0,0,0,-0.892395806,0,0.002142957
15,2,3,58,0.0018,0.012,0.00012638,0.09,0.05,1,0,0.083333333,,138.4622507,190.2237198,-4.983738106,-0.42344828,0.000374457,0,0,0.800524821,0.071428571,0.99949921,0.99949921,0.99949921,0.005734737,137.6617259,0.017396094,0.047136536,0.800524821,0,0.00440697,0,137.5927863,0.028665164,0,0,0,-0.893722615,0,0.002235701
16,2,4,58,0.0018,0.012,0.000126253,0.09,0.05,1,0,0.083333333,,137.5927863,190.1284577,-4.983738106,-0.432586697,0.000371044,0,0,0.800123926,0.071428571,0.99950275,0.99950275,0.99950275,0.005731865,136.7926624,0.017268883,0.04641202,0.800123926,0,0.004339232,0,136.7246423,0.0284843,0,0,0,-0.892289129,0,0.0022318
17,2,5,58,0.0018,0.012,0.000126126,0.09,0.05,1,0,0.083333333,,136.7246423,190.0339164,-4.983738106,-0.441831397,0.000367622,0,0,0.799726065,0.071428571,0.999506298,0.999506298,0.999506298,0.005729015,135.9249162,0.017142076,0.04569238,0.799726065,0,0.00427195,0,135.8578098,0.02830371,0,0,0,-0.890864231,0,0.002227691
18,2,6,58,0.0018,0.012,0.000125999,0.09,0.05,1,0,0.083333333,,135.8578098,189.9400962,-4.983738106,-0.451184245,0.000364193,0,0,0.799331238,0.071428571,0.999509854,0.999509854,0.999509854,0.005726187,135.0584785,0.017015672,0.044977634,0.799331238,0,0.004205126,0,134.9922801,0.028123392,0,0,0,-0.889447936,0,0.00222337
19,2,7,58,0.0018,0.012,0.000125872,0.09,0.05,1,0,0.083333333,,134.9922801,189.8469978,-4.983738106,-0.46064715,0.000360756,0,0,0.798939449,0.071428571,0.999513417,0.999513417,0.999513417,0.00572338,134.1933407,0.016889668,0.044267802,0.798939449,0,0.004138761,0,134.1280444,0.027943343,0,0,0,-0.888040261,0,0.002218838
20,2,8,58,0.0018,0.012,0.000125746,0.09,0.05,1,0,0.083333333,,134.1280444,189.7546214,-4.983738106,-0.470222065,0.000357312,0,0,0.798550698,0.071428571,0.999516987,0.999516987,0.999516987,0.005720595,133.3294937,0.016764063,0.043562901,0.798550698,0,0.004072857,0,133.2650939,0.027763561,0,0,0,-0.886641224,0,0.002214092
21,2,9,58,0.0018,0.012,0.000125619,0.09,0.05,1,0,0.083333333,,133.2650939,189.6629676,-4.983738106,-0.479910991,0.00035386,0,0,0.798164988,0.071428571,0.999520565,0.999520565,0.999520565,0.005717832,132.4669289,0.016638855,0.042862952,0.798164988,0,0.004007416,0,132.4034197,0.027584046,0,0,0,-0.885250841,0,0.002209131
22,2,10,58,0.0018,0.012,0.000125493,0.09,0.05,1,0,0.083333333,,132.4034197,189.5720366,-4.983738106,-0.489715977,0.0003504,0,0,0.797782321,0.071428571,0.999524151,0.999524151,0.999524151,0.005715091,131.6056374,0.016514041,0.042167973,0.797782321,0,0.00394244,0,131.5430129,0.027404794,0,0,0,-0.883869129,0,0.002203954
23,2,11,58,0.0018,0.012,0.000125367,0.09,0.05,1,0,0.083333333,,131.5430129,189.4818288,-4.983738106,-0.499639121,0.000346934,0,0,0.797402696,0.071428571,0.999527743,0.999527743,0.999527743,0.005712371,130.7456102,0.016389621,0.041477984,0.797402696,0,0.003877931,0,130.6838647,0.027225805,0,0,0,-0.882496106,0,0.00219856
24,2,12,58,0.0018,0.012,0.00012524,0.09,0.05,1,0,0.083333333,,130.6838647,189.3923447,-4.983738106,-0.509682572,0.00034346,0.015,0,0.797026117,0.071428571,0.977802923,0.999531342,0.999531342,0.005709673,129.8868386,0.01625959,0.040777954,0.797026117,2.82225811,0.003812482,0,127.0037304,0.026459111,0,0,0,-0.880522771,0,0.103864706
25,3,1,59,0.0020358,0.013,0.00013937,0.08,0.05,1,0,0.083333333,,127.0037304,189.3035845,-4.550157177,-0.51984853,0.000525046,0,0.0378,0.796652585,0.066666667,0.999335657,0.999335657,0.999335657,0.005706997,130.9777054,0.018252401,0.063535802,0.796652585,0,0.005225888,4.770627543,130.8906913,0.027268894,0,0,0,-0.905709682,0.600092626,0.603149075
26,3,2,59,0.0020358,0.013,0.000139218,0.08,0.05,1,0,0.083333333,,130.8906913,189.177822,-4.550157177,-0.567634136,0.000500478,0,0,0.796123334,0.066666667,0.999360373,0.999360373,0.999360373,0.005703206,130.094568,0.01810958,0.060154644,0.796123334,0,0.004947785,0,130.011356,0.027085699,0,0,0,-0.901473258,0,0.002668114
27,3,3,59,0.0020358,0.013,0.000139067,0.08,0.05,1,0,0.083333333,,130.011356,189.0568188,-4.550157177,-0.515302048,0.000527445,0,0,0.795614112,0.066666667,0.999333562,0.999333562,0.999333562,0.005699558,129.2157419,0.017967606,0.062967557,0.795614112,0,0.00517915,0,129.1296275,0.026902006,0,0,0,-0.903451281,0,0.002793625
28,3,4,59,0.0020358,0.013,0.000138915,0.08,0.05,1,0,0.083333333,,129.1296275,188.9308241,-4.550157177,-0.525536877,0.000522059,0,0,0.795083885,0.066666667,0.999339099,0.999339099,0.999339099,0.00569576,128.3345437,0.017825617,0.061899529,0.795083885,0,0.005091303,0,128.2497272,0.026718693,0,0,0,-0.901527724,0,0.00278386
29,3,5,59,0.0020358,0.013,0.000138763,0.08,0.05,1,0,0.083333333,,128.2497272,188.8059595,-4.550157177,-0.535897743,0.000516662,0,0,0.794558413,0.066666667,0.999344646,0.999344646,0.999344646,0.005691995,127.4551688,0.01768417,0.060839946,0.794558413,0,0.005004151,0,127.3716405,0.026535758,0,0,0,-0.899618287,0,0.002773803
30,3,6,59,0.0020358,0.013,0.000138612,0.08,0.05,1,0,0.083333333,,127.3716405,188.6822247,-4.550157177,-0.546386989,0.000511256,0,0,0.794037696,0.066666667,0.999350203,0.999350203,0.999350203,0.005688265,126.5776028,0.01754326,0.05978883,0.794037696,0,0.004917696,0,126.495353,0.026353199,0,0,0,-0.897722984,0,0.002763452
31,3,7,59,0.0020358,0.013,0.000138461,0.08,0.05,1,0,0.083333333,,126.495353,188.5596195,-4.550157177,-0.557007015,0.00050584,0,0,0.793521732,0.066666667,0.999355769,0.999355769,0.999355769,0.005684569,125.7018313,0.017402885,0.058746202,0.793521732,0,0.004831939,0,125.6208503,0.02617101,0,0,0,-0.89584183,0,0.002752807
32,3,8,59,0.0020358,0.013,0.00013831,0.08,0.05,1,0,0.083333333,,125.6208503,188.4381436,-4.550157177,-0.567760283,0.000500415,0,0,0.793010521,0.066666667,0.999361344,0.999361344,0.999361344,0.005680907,124.8278398,0.017263042,0.057712084,0.793010521,0,0.004746881,0,124.7481178,0.025989191,0,0,0,-0.893974838,0,0.002741865
33,3,9,59,0.0020358,0.013,0.000138159,0.08,0.05,1,0,0.083333333,,124.7481178,188.3177965,-4.550157177,-0.578649315,0.000494981,0,0,0.79250406,0.066666667,0.999366929,0.999366929,0.999366929,0.005677279,123.9556137,0.017123727,0.056686499,0.79250406,0,0.004662526,0,123.877141,0.025807738,0,0,0,-0.892122024,0,0.002730628
34,3,10,59,0.0020358,0.013,0.000138008,0.08,0.05,1,0,0.083333333,,123.877141,188.1985779,-4.550157177,-0.5896767,0.000489538,0,0,0.792002349,0.066666667,0.999372521,0.999372521,0.999372521,0.005673684,123.0851386,0.016984937,0.055669469,0.792002349,0,0.004578874,0,123.0079053,0.025626647,0,0,0,-0.890283401,0,0.002719092
35,3,11,59,0.0020358,0.013,0.000137858,0.08,0.05,1,0,0.083333333,,123.0079053,188.0804873,-4.550157177,-0.600845091,0.000484086,0,0,0.791505384,0.066666667,0.999378123,0.999378123,0.999378123,0.005670124,122.2163999,0.016846668,0.054661019,0.791505384,0,0.004495928,0,122.1403963,0.025445916,0,0,0,-0.888458987,0,0.002707259
36,3,12,59,0.0020358,0.013,0.000137707,0.08,0.05,1,0,0.083333333,,122.1403963,187.9635243,-4.550157177,-0.61215721,0.000478627,0.015,0,0.791013165,0.066666667,0.976314253,0.999383732,0.999383732,0.005666598,121.3493832,0.016700628,0.053634547,0.791013165,2.799504166,0.0044115,0,118.4751323,0.024682319,0,0,0,-0.886030659,0,0.10358495
